Distance_CGCNN,Density_CGCNN
-0.3274860739581191,0.0007728464805070955
-0.2996060377323872,0.0017136623785503928
-0.2717260015066553,0.003591321043038011
-0.24384596528092348,0.00711764748352093
-0.2159659290551916,0.0133497763317275
-0.18808589282945973,0.023715010374517467
-0.16020585660372788,0.03993982063333811
-0.132325820377996,0.06384422318839411
-0.10444578415226413,0.09699770563412351
-0.07656574792653226,0.14029019285604463
-0.04868571170080038,0.1935314983437471
-0.020805675475068508,0.25522458466770914
0.007074360750663311,0.32263525585146446
0.034954396976395186,0.3921991538436844
0.06283443320212706,0.4601918818240866
0.09071446942785893,0.5234863921221677
0.11859450565359081,0.5801780374607082
0.14647454187932268,0.6298916272182086
0.17435457810505456,0.6736826270082936
0.20223461433078643,0.7135679231832984
0.2301146505565183,0.7518266326968092
0.2579946867822502,0.7902670726904272
0.28587472300798206,0.8296524547921399
0.31375475923371393,0.8694253914922266
0.3416347954594457,0.907791189303436
0.36951483168517757,0.9421334019008154
0.39739486791090944,0.9696569729146071
0.4252749041366413,0.9880949626848748
0.4531549403623732,0.9962875209627913
0.48103497658810507,0.9944636627104251
0.5089150128138369,0.9841372152409911
0.5367950490395688,0.9676526754975718
0.5646750852653006,0.9475389806248028
0.5925551214910325,0.9258926880159459
0.6204351577167644,0.9039840038693671
0.6483151939424963,0.8821747092913845
0.6761952301682281,0.860111720436128
0.70407526639396,0.8370739334698437
0.7319553026196919,0.8123320302842671
0.7598353388454238,0.7854184080924763
0.7877153750711556,0.7562619440609227
0.8155954112968875,0.7251898469136288
0.8434754475226194,0.6928263815946505
0.8713554837483513,0.6599309921882696
0.8992355199740831,0.6272234094383475
0.927115556199815,0.5952419954870262
0.9549955924255469,0.564271134483019
0.9828756286512788,0.5343529222299924
1.0107556648770104,0.5053716205849975
1.0386357011027423,0.4771744005025205
1.0665157373284742,0.4496784575370527
1.094395773554206,0.4229203197786548
1.122275809779938,0.3970292401975928
1.1501558460056698,0.372143949678159
1.1780358822314017,0.3483228283930232
1.2059159184571335,0.3255034429787918
1.2337959546828654,0.3035417368867585
1.2616759909085973,0.2823158310707193
1.2895560271343292,0.261839863881649
1.317436063360061,0.2423233800472809
1.345316099585793,0.2241380190569959
1.3731961358115248,0.20770032327573262
1.4010761720372567,0.1933202551842768
1.4289562082629885,0.18107817020897335
1.4568362444887204,0.17077550964300195
1.4847162807144523,0.16197061252263692
1.5125963169401841,0.1540802297908769
1.540476353165916,0.14651137787255508
1.568356389391648,0.1387871558312466
1.5962364256173798,0.13063768509701212
1.6241164618431116,0.12203823377140566
1.6519964980688435,0.1131894992841212
1.6798765342945754,0.10444920200935161
1.7077565705203073,0.09623594172023354
1.7356366067460391,0.08893040810358192
1.763516642971771,0.08279369275405199
1.791396679197503,0.07791228846825354
1.8192767154232348,0.07417231154531273
1.8471567516489666,0.07126560133409857
1.8750367878746985,0.06873363663145936
1.9029168241004304,0.0660529238810512
1.9307968603261623,0.06275259144320043
1.9586768965518941,0.05853605489391983
1.986556932777626,0.053366283183219794
2.014436969003358,0.0474797181171108
2.0423170052290898,0.041318410861848225
2.0701970414548216,0.03540233094278337
2.0980770776805535,0.030187330577180118
2.1259571139062854,0.025957004046469546
2.1538371501320173,0.022778620950959783
2.181717186357749,0.020525364665068813
2.209597222583481,0.018943706758076415
2.237477258809213,0.017735308042641663
2.2653572950349448,0.016627663809266332
2.2932373312606766,0.015420076010664268
2.3211173674864085,0.01400332616451381
2.34899740371214,0.012358019851269327
2.376877439937872,0.010538114228168178
2.4047574761636037,0.008645426195081104
2.4326375123893356,0.0068003910163448094
2.4605175486150674,0.005114469502967039
2.4883975848407993,0.003669354740114283
2.516277621066531,0.002506495049028495
2.544157657292263,0.0016275301938313569
2.572037693517995,0.0010031850038811903
2.599917729743727,0.0005862948060314369
2.6277977659694587,0.0003245637771338943
2.6556778021951906,0.00017004295855593138
2.6835578384209224,8.424936595600304e-05
2.7114378746466543,3.944933161954162e-05
2.739317910872386,1.744727706110629e-05
2.767197947098118,7.284670643347077e-06
2.79507798332385,2.8700601433520097e-06
2.822958019549582,1.0665901972307195e-06
2.8508380557753137,3.737454923127313e-07
2.8787180920010456,1.2344963710463757e-07
2.9065981282267774,3.842540202469422e-08
2.9344781644525093,1.1268211619316595e-08
2.962358200678241,3.1124706839613955e-09
2.990238236903973,8.096292057985915e-10
3.018118273129705,1.983008631051408e-10
3.045998309355437,4.5725284460234897e-11
3.0738783455811687,9.924881987771797e-12
3.1017583818069006,2.027599527216751e-12
3.1296384180326324,3.8983773925025257e-13
3.1575184542583643,7.053308690427467e-14
3.185398490484096,1.2008160135858997e-14
3.213278526709828,1.923561586711508e-15
3.24115856293556,2.899058248256599e-16
3.269038599161292,4.110620816806815e-17
3.2969186353870237,5.483258951685877e-18
3.3247986716127556,6.880732171043031e-19
3.3526787078384874,8.122335943801791e-20
3.3805587440642193,9.019144513775105e-21
3.408438780289951,9.420569845808687e-22
3.436318816515683,9.255655257149859e-23
3.464198852741415,8.553567688023754e-24
3.492078888967147,7.435164425943269e-25
3.5199589251928787,6.078983428031813e-26
3.5478389614186105,4.6748025680032005e-27
3.5757189976443424,3.381459749267081e-28
3.6035990338700743,2.3291431352124626e-29
3.631479070095806,6.140851248036927e-30
3.659359106321538,7.118463532967966e-29
3.68723914254727,1.0181873933648431e-27
3.7151191787730014,1.3713953974653226e-26
3.7429992149987337,1.7372280028578367e-25
3.770879251224465,2.0697028763855306e-24
3.7987592874501974,2.3190826413747367e-23
3.826639323675929,2.4438890584892e-22
3.854519359901661,2.4221653594799893e-21
3.8823993961273926,2.2577878441885817e-20
3.910279432353125,1.9793359474563155e-19
3.9381594685788563,1.6319728659482895e-18
3.9660395048045887,1.2655036297183748e-17
3.99391954103032,9.229345339727466e-17
4.021799577256052,6.330462461730273e-16
4.049679613481784,4.083729986524845e-15
4.077559649707516,2.4776253750419428e-14
4.105439685933248,1.4137457142246553e-13
4.13331972215898,7.586893755619733e-13
4.161199758384711,3.82925019663983e-12
4.189079794610444,1.817692955894372e-11
4.216959830836175,8.114921910523628e-11
4.244839867061907,3.407259457723776e-10
4.272719903287639,1.3454981542704084e-09
4.300599939513371,4.997100074173183e-09
4.328479975739103,1.7454605091366598e-08
4.356360011964835,5.7340179455071115e-08
4.384240048190566,1.7715977014532371e-07
4.412120084416299,5.147877554646464e-07
4.44000012064203,1.4068517935530523e-06
4.467880156867762,3.6159759116126574e-06
4.495760193093494,8.740972395776719e-06
4.523640229319226,1.9872431501364806e-05
4.551520265544958,4.2491230557935066e-05
4.57940030177069,8.544854034132118e-05
4.607280337996421,0.00016160955264784129
4.635160374222154,0.0002874659747162616
4.663040410447885,0.0004809090028179161
4.690920446673617,0.0007566523876110314
4.718800482899349,0.0011196620186439035
4.746680519125081,0.001558240635469155
4.774560555350813,0.002039572486971112
4.802440591576545,0.0025107345798494655
4.830320627802276,0.0029068291265562374
4.858200664028009,0.0031651568922675976
4.88608070025374,0.0032413656185481168
4.913960736479472,0.0031218917503917586
4.941840772705204,0.0028279042390781275
4.969720808930936,0.0024091763858002536
4.997600845156668,0.0019303210041345601
5.025480881382399,0.0014546131686114724
5.053360917608131,0.001030914227817044
5.081240953833863,0.0006871548116193853
5.109120990059595,0.00043076825429945426
5.1370010262853265,0.00025397433305409414
5.164881062511059,0.00014082929550259264
5.19276109873679,7.34434762545553e-05
5.220641134962523,3.602222071742186e-05
